Product_Name,Total,Selling_Price,Offer,Ratings,Description
"Infinix Smart HD 2021 (Quartz Green, 32 GB)","₹7,999","₹7,499",6% off,4.3,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB 15.49 cm (6.1 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Li-ion Polymer Battery MediaTek Helio A20 Processor 1 Year on Handset and 6 Months on Accessories
"Redmi 7 (Comet Blue, 32 GB)","₹8,449","₹7,849",7% off,4.3,2 GB RAM | 32 GB ROM 15.9 cm (6.26 inch) Display 12MP Rear Camera 4000 mAh Battery 12 Months
"LAVA Z2 (Aqua Blue, 32 GB)","₹8,999","₹7,999",11% off,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB 16.55 cm (6.517 inch) HD+ Display 13MP + 2MP | 8MP Front Camera 5000 mAh Li-Polymer Battery MediaTek Helio G35 Processor 1 Year Handset Warranty and 6 Months Warranty on Accessories
"GIONEE Max (Royal Blue, 32 GB)","₹7,999","₹6,099",23% off,4,"2 GB RAM | 32 GB ROM | Expandable Upto 256 GB 15.49 cm (6.1 inch) HD+ Display 13MP + Digital Camera | 5MP Front Camera 5000 mAh Lithium-ion Polymer Battery Octa Core Processor One Year for Handset, 6 Months for Accessories"
"REDMI A2 (Classic Black, 64 GB)","₹9,999","₹7,460",25% off,4,2 GB RAM | 64 GB ROM 16.56 cm (6.52 inch) Display 8MP Rear Camera 5000 mAh Battery 2 year on phone domestic
"REDMI A2 (Sea Green, 64 GB)","₹9,999","₹6,999",30% off,4,2 GB RAM | 64 GB ROM 16.56 cm (6.52 inch) Display 8MP Rear Camera 5000 mAh Battery 2 year on phone domestic
"GIONEE Max (Black, 32 GB)",N/A,"₹7,990",N/A,4,"2 GB RAM | 32 GB ROM | Expandable Upto 256 GB 15.49 cm (6.1 inch) HD+ Display 13MP + Digital Camera | 5MP Front Camera 5000 mAh Lithium-ion Polymer Battery Octa Core Processor One Year for Handset, 6 Months for Accessories"
"LAVA Yuva Pro (Black, 32 GB)","₹9,499","₹6,999",26% off,N/A,3 GB RAM | 32 GB ROM 16.51 cm (6.5 inch) Display 13MP Rear Camera 5000 mAh Battery 1 Year Domestic
"LAVA Z2s (Striped Blue, 32 GB)","₹7,999","₹7,299",8% off,4.1,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB 16.54 cm (6.51 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Li-Polymer Battery MediaTek Helio Octa Core Processor 1 Year Handset Warranty and 6 Months Warranty on Accessories
"I Kall Z20 Pro (Black, 64 GB)",N/A,"₹7,999",N/A,3.1,4 GB RAM | 64 GB ROM 16.51 cm (6.5 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 5000 mAh Battery Octa CORE Processor 1 Year Domestic Warrantyages
"I Kall Z20 Pro (Blue, 64 GB)","₹10,499","₹7,989",23% off,3.1,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB 16.51 cm (6.5 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 5000 mAh Battery Octa CORE Processor 1 Year Domestic Warrantyages
"Infinix Smart 2 (Sandstone Black, 32 GB)",N/A,"₹7,999",N/A,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB 13.84 cm (5.45 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 3050 mAh Li-ion Polymer Battery MTK6739 64 bit Quad Core Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"GIONEE Max (Red, 32 GB)",N/A,"₹7,990",N/A,4,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB 15.49 cm (6.1 inch) Display 13MP Rear Camera 5000 mAh Battery ONE YEAR WARRANTY OF SMARTPHONE SIX MONTH WARRANTY OF ACCESSORRIES
"Infinix Smart 3 Plus (Midnight Black, 32 GB)",N/A,"₹7,999",N/A,4.2,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB 15.77 cm (6.21 inch) HD+ Display 13MP + 2MP + Low Light Sensor | 8MP Front Camera 3500 mAh Li-ion Polymer Battery MediaTek A22 Quad Core 2.0GHz Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Honor 7C (Black, 32 GB)","₹12,999","₹7,999",38% off,4.2,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB 15.21 cm (5.99 inch) Display 13MP + 2MP | 8MP Front Camera 3000 mAh Battery Qualcomm SDM450 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"ASUS ZenFone Lite L1 (Black, 16 GB)",N/A,"₹7,199",N/A,4.2,2 GB RAM | 16 GB ROM | Expandable Upto 256 GB 13.84 cm (5.45 inch) HD+ Display 13MP Rear Camera | 5MP Front Camera 3000 mAh Battery Qualcomm Snapdragon 430 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"I Kall Z19 (Jordy Blue, 64 GB)","₹10,499","₹7,799",25% off,3.5,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB 16.51 cm (6.5 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 5000 mAh Battery Octa Core Processor 1 Year Domestic Warranty
"iVoomi i1 (New Edition) (Persian Red, 16 GB)",N/A,"₹7,499",N/A,3.7,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB 13.84 cm (5.45 inch) HD Display 13MP + 2MP | 8MP Front Camera 3000 mAh Battery Mediatek 4X Cortex-A53 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Lenovo A5 (Black, 32 GB)",N/A,"₹7,999",N/A,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB 13.84 cm (5.45 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 4000 mAh Battery MediaTek MT6739 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"I Kall Z19 (Gilt, 64 GB)","₹10,499","₹7,799",25% off,3.5,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB 16.66 cm (6.56 inch) HD+ Display 13MP Rear Camera 5000 mAh Battery Octa Core Processor 1 year manufacture warranty
"realme C2 (Diamond Black, 32 GB)",N/A,"₹7,999",N/A,4.4,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB 15.49 cm (6.1 inch) HD+ Display 13MP + 2MP | 5MP Front Camera 4000 mAh Battery MediaTek P22 Octa Core 2.0 GHz Processor Dual Nano SIM slots and Memory Card Slot Face Unlock Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"realme C30s (Royal Blue, 32 GB)","₹9,999","₹7,449",25% off,4.4,2 GB RAM | 32 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Battery Unisoc SC9863A/ Unisoc SC9863A1 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"realme C30s (Stripe - Black, 32 GB)","₹9,999","₹7,899",21% off,4.4,2 GB RAM | 32 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Battery Unisoc SC9863A/ Unisoc SC9863A1 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"ASUS Zenfone Max (Black, 16 GB)","₹10,399","₹7,499",27% off,4.1,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB 13.97 cm (5.5 inch) HD Display 13MP Rear Camera | 5MP Front Camera 5000 mAh Li-Polymer Battery Qualcomm Snapdragon 410 Quad Core 1GHz Processor Brand Warranty of 1 Year
"realme C2 (Diamond Blue, 32 GB)",N/A,"₹7,999",N/A,4.4,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB 15.49 cm (6.1 inch) HD+ Display 13MP + 2MP | 5MP Front Camera 4000 mAh Battery MediaTek P22 Octa Core 2.0 GHz Processor Dual Nano SIM slots and Memory Card Slot Face Unlock Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"SAMSUNG M01 core (Blue, 32 GB)",N/A,"₹6,490",N/A,3.9,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB 13.46 cm (5.3 inch) Full HD+ Display 8MP Rear Camera | 5MP Front Camera 3000 mAh Battery MediaTek | MT6739WW quad core Processor 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
"Tecno Pop 7 Pro (Endless Black, 3 GB)","₹8,999","₹7,599",15% off,N/A,64 GB RAM | 3 GB ROM 16.66 cm (6.56 inch) Display 50MP Rear Camera 5000 mAh Battery Domestic Warranty of 1 Year Available for Handset and 6 month for accessories.
"ASUS Zenfone Max (White, 16 GB)","₹9,999","₹7,499",25% off,4.1,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB 13.97 cm (5.5 inch) HD Display 13MP Rear Camera | 5MP Front Camera 5000 mAh Li-Polymer Battery Qualcomm Snapdragon 410 Quad Core 1GHz Processor Brand Warranty of 1 Year
"I Kall Z17 Pro (Blue, 64 GB)","₹10,499","₹7,999",23% off,N/A,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB 16.51 cm (6.5 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 5000 mAh Battery Octa Core Processor 1 Year Domestic Warranty
"realme C3 (Frozen Blue, 32 GB)",N/A,"₹7,999",N/A,4.4,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB 16.56 cm (6.52 inch) HD+ Display 12MP + 2MP | 5MP Front Camera 5000 mAh Battery Helio G70 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"Tecno Spark Go 2023 (Endless Black, 64 GB)","₹9,299","₹8,098",12% off,4.1,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB 16.66 cm (6.56 inch) HD+ Display 13MP Rear Camera | 5MP Front Camera 5000 mAh Battery MediaTek Helio A22 Processor Domestic Warranty of 12 Months on Phone & 6 Months on Accessories
"realme C20 (Cool Grey, 32 GB)","₹7,999","₹7,800",2% off,4.4,2 GB RAM | 32 GB ROM 16.51 cm (6.5 inch) Display 8MP Rear Camera 5000 mAh Battery 1 Year on Handset and 6 Months on Accessories
"POCO C50 (Royal Blue, 32 GB)","₹8,999","₹5,499",38% off,N/A,"2 GB RAM | 32 GB ROM | Expandable Upto 512 GB 16.56 cm (6.52 inch) HD+ Display 8MP Dual Camera | 5MP Front Camera 5000 mAh Lithium Polymer Battery Mediatek Helio A22 Processor, Upto 2.0 GHz Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
"POCO C50 (Country Green, 32 GB)","₹8,999","₹5,499",38% off,N/A,"2 GB RAM | 32 GB ROM | Expandable Upto 512 GB 16.56 cm (6.52 inch) HD+ Display 8MP Dual Camera | 5MP Front Camera 5000 mAh Lithium Polymer Battery Mediatek Helio A22 Processor, Upto 2.0 GHz Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
"vivo T2x 5G (Aurora Gold, 128 GB)","₹20,999","₹15,999",23% off,4.3,8 GB RAM | 128 GB ROM 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Battery Dimensity 6020 Processor 1 Year of Device & 6 Months for Inbox Accessories
"SAMSUNG M01 core (Blue, 32 GB)",N/A,"₹6,490",N/A,3.9,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB 13.46 cm (5.3 inch) Full HD+ Display 8MP Rear Camera | 5MP Front Camera 3000 mAh Battery MediaTek | MT6739WW quad core Processor 1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
"Tecno Pop 7 Pro (Endless Black, 3 GB)","₹8,999","₹7,599",15% off,N/A,64 GB RAM | 3 GB ROM 16.66 cm (6.56 inch) Display 50MP Rear Camera 5000 mAh Battery Domestic Warranty of 1 Year Available for Handset and 6 month for accessories.
"ASUS Zenfone Max (White, 16 GB)","₹9,999","₹7,499",25% off,4.1,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB 13.97 cm (5.5 inch) HD Display 13MP Rear Camera | 5MP Front Camera 5000 mAh Li-Polymer Battery Qualcomm Snapdragon 410 Quad Core 1GHz Processor Brand Warranty of 1 Year
"I Kall Z17 Pro (Blue, 64 GB)","₹10,499","₹7,999",23% off,N/A,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB 16.51 cm (6.5 inch) HD+ Display 13MP Rear Camera | 8MP Front Camera 5000 mAh Battery Octa Core Processor 1 Year Domestic Warranty
"realme C3 (Frozen Blue, 32 GB)",N/A,"₹7,999",N/A,4.4,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB 16.56 cm (6.52 inch) HD+ Display 12MP + 2MP | 5MP Front Camera 5000 mAh Battery Helio G70 Processor Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories
"realme C20 (Cool Grey, 32 GB)","₹7,999","₹7,800",2% off,4.4,2 GB RAM | 32 GB ROM 16.51 cm (6.5 inch) Display 8MP Rear Camera 5000 mAh Battery 1 Year on Handset and 6 Months on Accessories
"POCO C50 (Royal Blue, 32 GB)","₹8,999","₹5,499",38% off,4.2,"2 GB RAM | 32 GB ROM | Expandable Upto 512 GB 16.56 cm (6.52 inch) HD+ Display 8MP Dual Camera | 5MP Front Camera 5000 mAh Lithium Polymer Battery Mediatek Helio A22 Processor, Upto 2.0 GHz Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
"POCO C50 (Country Green, 32 GB)","₹8,999","₹5,499",38% off,4.2,"2 GB RAM | 32 GB ROM | Expandable Upto 512 GB 16.56 cm (6.52 inch) HD+ Display 8MP Dual Camera | 5MP Front Camera 5000 mAh Lithium Polymer Battery Mediatek Helio A22 Processor, Upto 2.0 GHz Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
"vivo T2x 5G (Aurora Gold, 128 GB)","₹20,999","₹15,999",23% off,4.3,8 GB RAM | 128 GB ROM 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Battery Dimensity 6020 Processor 1 Year of Device & 6 Months for Inbox Accessories
"vivo T2x 5G (Marine Blue, 128 GB)","₹20,999","₹15,999",23% off,4.3,8 GB RAM | 128 GB ROM 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Battery Dimensity 6020 Processor 1 Year of Device & 6 Months for Inbox Accessories
"vivo T2x 5G (Glimmer Black, 128 GB)","₹17,999","₹12,999",27% off,4.4,4 GB RAM | 128 GB ROM 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Battery Dimensity 6020 Processor 1 Year of Device & 6 Months for Inbox Accessories
"vivo T2x 5G (Aurora Gold, 128 GB)","₹17,999","₹12,999",27% off,4.4,4 GB RAM | 128 GB ROM 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Battery Dimensity 6020 Processor 1 Year of Device & 6 Months for Inbox Accessories
"vivo T2x 5G (Marine Blue, 128 GB)","₹17,999","₹12,999",27% off,4.4,4 GB RAM | 128 GB ROM 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Battery Dimensity 6020 Processor 1 Year of Device & 6 Months for Inbox Accessories
"vivo T2x 5G (Aurora Gold, 128 GB)","₹18,999","₹13,999",26% off,4.4,6 GB RAM | 128 GB ROM 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Battery Dimensity 6020 Processor 1 Year of Device & 6 Months for Inbox Accessories
"vivo T2x 5G (Glimmer Black, 128 GB)","₹18,999","₹13,999",26% off,4.4,6 GB RAM | 128 GB ROM 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Battery Dimensity 6020 Processor 1 Year of Device & 6 Months for Inbox Accessories
"vivo T2x 5G (Glimmer Black, 128 GB)","₹20,999","₹15,999",23% off,4.3,8 GB RAM | 128 GB ROM 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Battery Dimensity 6020 Processor 1 Year of Device & 6 Months for Inbox Accessories
"vivo T2x 5G (Marine Blue, 128 GB)","₹18,999","₹13,999",26% off,4.4,6 GB RAM | 128 GB ROM 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Battery Dimensity 6020 Processor 1 Year of Device & 6 Months for Inbox Accessories
"MOTOROLA G32 (Mineral Gray, 128 GB)","₹18,999","₹11,999",36% off,4.1,8 GB RAM | 128 GB ROM 16.51 cm (6.5 inch) Full HD+ Display 50MP + 8MP + 2MP | 16MP Front Camera 5000 mAh Lithium Polymer Battery Qualcomm Snapdragon 680 Processor 1 Year on Handset and 6 Months on Accessories
"REDMI 11 Prime (Peppy Purple, 128 GB)","₹16,999","₹10,999",35% off,4.4,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP + 2MP | 8MP Front Camera 5000 mAh Battery Helio G99 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OnePlus Nord CE 2 Lite 5G (Blue Tide, 128 GB)","₹19,999","₹17,716",11% off,4.4,6 GB RAM | 128 GB ROM 16.74 cm (6.59 inch) Display 64MP Rear Camera 5000 mAh Battery 12 Months
"POCO C50 (Royal Blue, 32 GB)","₹9,999","₹6,199",38% off,4,"3 GB RAM | 32 GB ROM | Expandable Upto 512 GB 16.56 cm (6.52 inch) HD+ Display 8MP Dual Camera | 5MP Front Camera 5000 mAh Lithium Polymer Battery Mediatek Helio A22 Processor, Upto 2.0 GHz Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
"POCO C50 (Country Green, 32 GB)","₹9,999","₹6,199",38% off,4,"3 GB RAM | 32 GB ROM | Expandable Upto 512 GB 16.56 cm (6.52 inch) HD+ Display 8MP Dual Camera | 5MP Front Camera 5000 mAh Lithium Polymer Battery Mediatek Helio A22 Processor, Upto 2.0 GHz Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
"MOTOROLA G62 5G (Frosted Blue, 128 GB)","₹21,999","₹15,499",29% off,4.1,6 GB RAM | 128 GB ROM 16.64 cm (6.55 inch) Full HD+ Display 50MP + 8MP + 2MP | 16MP Front Camera 5000 mAh Lithium Polymer Battery Qualcomm Snapdragon 695 5G Processor 1 Year on Handset and 6 Months on Accessories
"vivo T2 5G (Nitro Blaze, 128 GB)","₹25,999","₹20,999",19% off,4.4,8 GB RAM | 128 GB ROM 16.21 cm (6.38 inch) Full HD+ Display 64 MP (OIS) + 2MP | 16MP Front Camera 4500 mAh Battery Snapdragon 695 Processor 1 Year of Device & 6 Months for Inbox Accessories
"POCO M4 5G (Power Black, 128 GB)","₹18,999","₹13,999",26% off,4.2,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Lithium Ion Polymer Battery Mediatek Dimensity 700 Processor 1 Year Warranty for Handset and 6 Months for Accessories
"APPLE iPhone 13 (Blue, 128 GB)","₹69,900","₹61,999",11% off,4.7,128 GB ROM 15.49 cm (6.1 inch) Super Retina XDR Display 12MP + 12MP | 12MP Front Camera A15 Bionic Chip Processor Brand Warranty for 1 Year
"REDMI A1+ (Black, 32 GB)","₹10,999","₹6,599",40% off,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB 16.56 cm (6.52 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Lithium Polymer Battery Mediatek Helio A22 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories
"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)","₹18,490","₹14,990",18% off,4.2,"6 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.76 cm (6.6 inch) Full HD+ Display 50MP + 2MP | 13MP Front Camera 6000 mAh Battery Exynos 1330, Octa Core Processor 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories"
"POCO M5 (Power Black, 128 GB)","₹18,999","₹10,499",44% off,4.2,"6 GB RAM | 128 GB ROM | Expandable Upto 512 GB 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP Depth Sensor + 2MP Macro Sensor | 8MP Front Camera 5000 mAh Lithium-ion Polymer Battery Mediatek Helio G99 Processor 1 Year for Handset, 6 Months for Accessories"
"realme C55 (Rainforest, 128 GB)","₹15,999","₹13,999",12% off,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB 17.07 cm (6.72 inch) Full HD+ Display 64MP + 2MP | 8MP Front Camera 5000 mAh Battery Helio G88 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme C55 (Rainforest, 64 GB)","₹13,999","₹11,999",14% off,4.3,6 GB RAM | 64 GB ROM | Expandable Upto 1 TB 17.07 cm (6.72 inch) Full HD+ Display 64MP + 2MP | 8MP Front Camera 5000 mAh Battery Helio G88 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme C55 (Rainforest, 64 GB)","₹12,999","₹10,999",15% off,4.4,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 17.07 cm (6.72 inch) Full HD+ Display 64MP + 2MP | 8MP Front Camera 5000 mAh Battery Helio G88 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
Nokia 150 TA-1235 DS,"₹2,999","₹2,499",16% off,4.1,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB 6.1 cm (2.4 inch) Display 0.3MP Rear Camera 1020 mAh Lithium-ion Battery MediaTek Processor 1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories Including Batteries from the Date of Purchase
"MOTOROLA g73 5G (Midnight Blue, 128 GB)","₹21,999","₹16,999",22% off,3.9,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) Full HD+ Display 50MP + 8MP | 16MP Front Camera 5000 mAh Battery Mediatek Dimensity 930 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"POCO M4 5G (Cool Blue, 128 GB)","₹18,999","₹13,999",26% off,4.2,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Lithium Ion Polymer Battery Mediatek Dimensity 700 Processor 1 Year Warranty for Handset and 6 Months for Accessories
LAVA A3,"₹1,399","₹1,299",7% off,4.2,0 GB ROM | Expandable Upto 32 GB 4.5 cm (1.77 inch) Display 0.3MP Rear Camera | 0.3MP Front Camera 1750 mAh Battery 1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
"REDMI 11 Prime (Flashy Black, 128 GB)","₹16,999","₹10,999",35% off,4.4,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP + 2MP | 8MP Front Camera 5000 mAh Battery Helio G99 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
GFive U873,₹999,₹725,27% off,3.6,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB 4.57 cm (1.8 inch) Display 0.3MP Rear Camera 1000 mAh Battery 1 Year Manufacturer warranty.
"realme C55 (Rainy Night, 128 GB)","₹15,999","₹13,999",12% off,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB 17.07 cm (6.72 inch) Full HD+ Display 64MP + 2MP | 8MP Front Camera 5000 mAh Battery Helio G88 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme C55 (Sunshower, 128 GB)","₹15,999","₹13,999",12% off,4.4,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB 17.07 cm (6.72 inch) Full HD+ Display 64MP + 2MP | 8MP Front Camera 5000 mAh Battery Helio G88 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"MOTOROLA G62 5G (Frosted Blue, 128 GB)","₹24,999","₹16,499",34% off,4.1,8 GB RAM | 128 GB ROM 41.94 cm (16.51 cm) Full HD+ Display 50MP + 8MP + 2MP | 16MP Front Camera 5000 mAh Lithium Polymer Battery Qualcomm Snapdragon 695 5G Processor 1 Year on Handset and 6 Months on Accessories
"realme C55 (Rainy Night, 64 GB)","₹12,999","₹10,999",15% off,4.4,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 17.07 cm (6.72 inch) Full HD+ Display 64MP + 2MP | 8MP Front Camera 5000 mAh Battery Helio G88 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme C55 (Sunshower, 64 GB)","₹12,999","₹10,999",15% off,4.4,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 17.07 cm (6.72 inch) Full HD+ Display 64MP + 2MP | 8MP Front Camera 5000 mAh Battery Helio G88 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"POCO M4 5G (Cool Blue, 64 GB)","₹15,999","₹11,999",25% off,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB 16.71 cm (6.58 inch) Full HD+ Display 50MP + 2MP | 8MP Front Camera 5000 mAh Lithium Ion Polymer Battery Mediatek Dimensity 700 Processor 1 Year Warranty for Handset and 6 Months for Accessories
"realme C30 (Bamboo Green, 32 GB)","₹9,299","₹6,499",30% off,4.1,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Lithium Ion Battery Unisoc T612 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"MOTOROLA G32 (Satin Silver, 128 GB)","₹18,999","₹11,999",36% off,4.1,8 GB RAM | 128 GB ROM 16.51 cm (6.5 inch) Full HD+ Display 50MP + 8MP + 2MP | 16MP Front Camera 5000 mAh Lithium Polymer Battery Qualcomm Snapdragon 680 Processor 1 Year on Handset and 6 Months on Accessories
"realme C30 (Denim Black, 32 GB)","₹8,499","₹5,999",29% off,4.2,2 GB RAM | 32 GB ROM | Expandable Upto 1 TB 16.51 cm (6.5 inch) HD+ Display 8MP Rear Camera | 5MP Front Camera 5000 mAh Lithium Ion Battery Unisoc T612 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
"MOTOROLA G62 5G (Midnight Gray, 128 GB)","₹24,999","₹16,499",34% off,4.1,8 GB RAM | 128 GB ROM 41.94 cm (16.51 cm) Full HD+ Display 50MP + 8MP + 2MP | 16MP Front Camera 5000 mAh Lithium Polymer Battery Qualcomm Snapdragon 695 5G Processor 1 Year on Handset and 6 Months on Accessories
"realme C55 (Sunshower, 64 GB)","₹12,999","₹10,999",15% off,4.4,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 17.07 cm (6.72 inch) Full HD+ Display 64MP + 2MP | 8MP Front Camera 5000 mAh Battery Helio G88 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"realme C55 (Rainy Night, 64 GB)","₹12,999","₹10,999",15% off,4.4,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB 17.07 cm (6.72 inch) Full HD+ Display 64MP + 2MP | 8MP Front Camera 5000 mAh Battery Helio G88 Processor 1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
